"","turbine_no","flight_number","altitude_sea_level","Mach","Thrust_Resolver_Angle","Sensor1","Sensor2","Sensor3","Sensor4","Sensor5","Sensor6","Sensor7","Sensor8","Sensor9","Sensor10","Sensor11","Sensor12","Sensor13","Sensor14","Sensor15","Sensor16","Sensor17","Sensor18","Sensor19","Sensor20","Sensor21","RUL","Predicted_RUL"
"6000",49,138,7e-04,3e-04,100,518.67,642.41,1577.85,1400.48,14.62,21.61,554.39,2388.09,9058.07,1.3,47.32,521.78,2388.03,8147.65,8.383,0.03,391,2388,100,39.06,23.3966,NA,93.7099178239672
"6001",49,139,0.0044,4e-04,100,518.67,642.5,1587.59,1405.63,14.62,21.61,554.23,2388.04,9055.26,1.3,47.24,522.27,2388.02,8148.79,8.4256,0.03,394,2388,100,39.04,23.3486,NA,72.2157009072371
"6002",49,140,-3e-04,-2e-04,100,518.67,642.4,1582.6,1403.04,14.62,21.61,555.46,2388.07,9056.46,1.3,47.26,522.38,2388.01,8140.35,8.4296,0.03,392,2388,100,38.81,23.3061,NA,88.2111078515115
"6003",49,141,-8e-04,2e-04,100,518.67,642.33,1588.67,1402.6,14.62,21.61,553.79,2388.02,9064.47,1.3,47.38,522.62,2388.02,8141.96,8.4238,0.03,391,2388,100,39.13,23.3518,NA,99.9278053047136
"6004",49,142,-2e-04,-1e-04,100,518.67,641.74,1586.64,1400.46,14.62,21.61,554.24,2388.07,9059.12,1.3,47.28,522.35,2388.04,8141.96,8.4336,0.03,392,2388,100,38.97,23.3369,NA,92.6195982328191
"6005",49,143,-0.0012,1e-04,100,518.67,642.57,1587.75,1402.36,14.62,21.61,554.95,2388.04,9066.13,1.3,47.33,521.72,2387.98,8143.35,8.407,0.03,391,2388,100,39.03,23.3451,NA,104.294021966025
"6006",49,144,-0.0017,-1e-04,100,518.67,642.35,1588.67,1399,14.62,21.61,553.79,2388.05,9053.16,1.3,47.17,522.67,2388.02,8140.93,8.4003,0.03,392,2388,100,38.88,23.3396,NA,91.1577610066194
"6007",49,145,-9e-04,-3e-04,100,518.67,642.96,1588.97,1403.44,14.62,21.61,554.23,2388.02,9064.07,1.3,47.42,522.09,2388.03,8138.31,8.4135,0.03,393,2388,100,38.97,23.4411,NA,90.704870904071
"6008",49,146,0.0051,-1e-04,100,518.67,642.67,1586.07,1401.22,14.62,21.61,555.1,2388.01,9052.11,1.3,47.26,522.59,2388.01,8144.75,8.3996,0.03,393,2388,100,38.81,23.4441,NA,72.4218289002549
"6009",49,147,-0.0015,-2e-04,100,518.67,642.47,1587.68,1400.64,14.62,21.61,554.09,2388.05,9062.97,1.3,47.36,522.08,2387.99,8140.62,8.3876,0.03,392,2388,100,38.91,23.3662,NA,97.5716574000827
"6010",49,148,-0.0016,-4e-04,100,518.67,642.02,1583.32,1407.11,14.62,21.61,554.69,2388.03,9058.11,1.3,47.18,522.13,2388.03,8140.07,8.412,0.03,392,2388,100,39.04,23.3934,NA,96.1143777071744
"6011",49,149,-0.0017,2e-04,100,518.67,642.63,1589.03,1393.71,14.62,21.61,554.07,2388.01,9063.71,1.3,47.28,521.79,2388.03,8150.27,8.4081,0.03,393,2388,100,38.99,23.3698,NA,94.649584575089
"6012",49,150,0.0013,-1e-04,100,518.67,642.37,1588.34,1399.62,14.62,21.61,554.18,2388.06,9059.66,1.3,47.35,522.34,2388.04,8140.82,8.4186,0.03,393,2388,100,39.03,23.379,NA,84.1435933606216
"6013",49,151,-0.0021,-1e-04,100,518.67,642.23,1592.61,1398.03,14.62,21.61,553.48,2388.07,9063.76,1.3,47.19,521.95,2388,8143.44,8.4091,0.03,390,2388,100,39.06,23.3684,NA,115.97140138671
"6014",49,152,-0.0017,4e-04,100,518.67,642.67,1587.01,1402.55,14.62,21.6,554.71,2388.07,9060.82,1.3,47.07,521.39,2388,8144.56,8.3872,0.03,393,2388,100,38.84,23.4042,NA,97.5618485787633
"6015",49,153,7e-04,2e-04,100,518.67,642,1579.38,1401.13,14.62,21.61,554.71,2388,9059.58,1.3,47.41,522.63,2388.01,8141.09,8.384,0.03,392,2388,100,39.04,23.3612,NA,84.4572906157183
"6016",49,154,-0.0024,1e-04,100,518.67,642.25,1582.69,1403.99,14.62,21.61,554.46,2388,9065.77,1.3,47.38,522.21,2388.03,8140.3,8.4066,0.03,393,2388,100,38.83,23.4229,NA,93.5905432721902
"6017",49,155,-0.0046,5e-04,100,518.67,641.65,1585.43,1399.77,14.62,21.61,554.11,2387.99,9059.06,1.3,47.32,522.35,2388.04,8145.54,8.3891,0.03,389,2388,100,38.8,23.3802,NA,109.870478863013
"6018",49,156,-0.0014,-2e-04,100,518.67,642.84,1577.6,1398.06,14.62,21.61,553.86,2388.01,9066.1,1.3,47.29,522.49,2388.05,8143.18,8.391,0.03,392,2388,100,38.93,23.3973,NA,102.731670128445
"6019",49,157,-0.0013,-3e-04,100,518.67,642.37,1587.6,1396.26,14.62,21.61,554.37,2388.06,9057.64,1.3,47.31,522.53,2388.04,8138.78,8.4138,0.03,393,2388,100,39.03,23.3195,NA,85.2795326100658
"6020",49,158,1e-04,5e-04,100,518.67,642.07,1588.86,1397.65,14.62,21.61,554.17,2388.03,9058.27,1.3,47.37,522.06,2388.02,8146,8.4025,0.03,391,2388,100,38.77,23.3819,NA,93.1792325712046
"6021",49,159,-0.0043,2e-04,100,518.67,642.45,1576.66,1401.14,14.62,21.61,554.19,2388.05,9058.12,1.3,47.27,521.53,2388.03,8140.77,8.3982,0.03,390,2388,100,38.89,23.345,NA,107.671297467988
"6022",49,160,-0.0029,2e-04,100,518.67,642.37,1590.12,1403.26,14.62,21.61,554.06,2388.06,9060.77,1.3,47.27,522.02,2388.06,8136.89,8.394,0.03,392,2388,100,38.9,23.3543,NA,97.9173065371992
"6023",49,161,-0.0021,0,100,518.67,642.64,1584.41,1398.21,14.62,21.61,554.28,2388,9064.25,1.3,47.25,522.12,2388.02,8144.96,8.4421,0.03,393,2388,100,38.89,23.3537,NA,96.4791983820959
"6024",49,162,0,5e-04,100,518.67,641.92,1590.52,1398.48,14.62,21.61,554.69,2387.96,9064.06,1.3,47.33,522.5,2388.04,8142.07,8.4144,0.03,393,2388,100,39.01,23.3338,NA,86.9702954453775
"6025",49,163,0.0029,-3e-04,100,518.67,642.06,1585.65,1401.57,14.62,21.61,554.3,2388.01,9056.57,1.3,47.34,522.78,2388.03,8141.66,8.4097,0.03,392,2388,100,39.1,23.3728,NA,83.3954125453623
"6026",49,164,-0.0025,-4e-04,100,518.67,642.02,1587.93,1403.44,14.62,21.61,554.15,2388.08,9063.77,1.3,47.44,521.91,2388.02,8143.51,8.409,0.03,393,2388,100,38.88,23.329,NA,92.9129198378434
"6027",49,165,-0.0028,2e-04,100,518.67,642.42,1581.01,1402.95,14.62,21.61,554.23,2388.09,9068.4,1.3,47.4,522.01,2388.04,8142.75,8.4211,0.03,392,2388,100,39.1,23.3721,NA,101.414153070935
"6028",49,166,0.0016,5e-04,100,518.67,642.47,1588.63,1397.08,14.62,21.61,555.14,2388.05,9064.01,1.3,47.36,521.91,2388.05,8145.87,8.4328,0.03,393,2388,100,39.05,23.3061,NA,84.9419935249645
"6029",49,167,-0.0011,-1e-04,100,518.67,642.38,1590.77,1409.54,14.62,21.61,554.25,2388.03,9064.91,1.3,47.4,522.01,2388.03,8139.32,8.4155,0.03,392,2388,100,38.87,23.3081,NA,97.7389040973004
"6030",49,168,-0.0021,1e-04,100,518.67,642.33,1591.88,1400.62,14.62,21.61,553.69,2388.01,9060.22,1.3,47.19,521.69,2388.07,8147.32,8.4005,0.03,392,2388,100,38.96,23.2943,NA,100.840886310011
"6031",49,169,0,0,100,518.67,642.19,1581.89,1406.65,14.62,21.61,553.93,2388.03,9065.08,1.3,47.26,522.35,2388.07,8142.45,8.4278,0.03,393,2388,100,38.91,23.3044,NA,95.4348118220479
"6032",49,170,-0.0016,-3e-04,100,518.67,641.77,1585.4,1410.95,14.62,21.61,553.6,2388.09,9054.92,1.3,47.37,521.82,2388.04,8140.99,8.4156,0.03,392,2388,100,38.73,23.44,NA,91.0969330622952
"6033",49,171,-0.0016,0,100,518.67,642.34,1579.65,1406.88,14.62,21.61,554.44,2388.05,9065.89,1.3,47.17,522.24,2388.06,8134.48,8.4048,0.03,391,2388,100,38.88,23.3354,NA,110.618883553453
"6034",49,172,-0.0022,-1e-04,100,518.67,642.25,1583.52,1405.8,14.62,21.61,554.2,2387.98,9068.94,1.3,47.44,521.97,2388.04,8141.83,8.4258,0.03,391,2388,100,38.67,23.3523,NA,108.650201472284
"6035",49,173,4e-04,4e-04,100,518.67,642.04,1584.27,1402.01,14.62,21.61,554.32,2388.09,9062.19,1.3,47.49,522.03,2388.06,8145.51,8.3869,0.03,392,2388,100,38.89,23.3744,NA,88.07867782458
"6036",49,174,-0.003,4e-04,100,518.67,642.05,1589.23,1398.79,14.62,21.61,553.84,2388.02,9056.94,1.3,47.11,522.46,2388.05,8142.87,8.3882,0.03,392,2388,100,39.1,23.2704,NA,96.1020877188397
"6037",49,175,7e-04,3e-04,100,518.67,642.7,1588.13,1401.02,14.62,21.61,553.38,2388.08,9055.75,1.3,47.34,522.32,2388.04,8138.89,8.4013,0.03,393,2388,100,39.08,23.2811,NA,80.6969598330126
"6038",49,176,3e-04,3e-04,100,518.67,642.25,1579.8,1409.05,14.62,21.61,553.64,2388.06,9061.14,1.3,47.37,521.74,2388.02,8146.31,8.3879,0.03,391,2388,100,38.96,23.1799,NA,98.5344232389897
"6039",49,177,-0.001,-3e-04,100,518.67,642.49,1583.02,1402.15,14.62,21.61,554.63,2387.99,9060.29,1.3,47.31,521.98,2388.08,8141.66,8.3977,0.03,394,2388,100,38.8,23.3728,NA,84.5741978005659
"6040",49,178,0.0035,2e-04,100,518.67,642.3,1580.38,1404.1,14.62,21.61,554.05,2388.01,9052.93,1.3,47.43,522.34,2388.05,8143.85,8.3933,0.03,391,2388,100,38.89,23.3952,NA,81.7700350164799
"6041",49,179,-0.0026,3e-04,100,518.67,641.56,1585.43,1397.17,14.62,21.61,553.74,2387.96,9069.03,1.3,47.43,522.16,2388.03,8142.34,8.3792,0.03,392,2388,100,39.03,23.3125,NA,101.40331872997
"6042",49,180,0.0033,-4e-04,100,518.67,642.12,1587.46,1405.85,14.62,21.61,554.01,2388.1,9053.28,1.3,47.23,522.14,2387.99,8141.75,8.421,0.03,392,2388,100,38.92,23.5297,NA,86.6391420950547
"6043",49,181,0.0018,2e-04,100,518.67,642.59,1591.79,1403.82,14.62,21.61,554.26,2388.01,9059.95,1.3,47.41,522.12,2387.99,8141.83,8.4618,0.03,392,2388,100,39.01,23.339,NA,86.5311659529058
"6044",49,182,-0.002,-3e-04,100,518.67,642.28,1591.77,1407.5,14.62,21.61,553.08,2388.04,9051.51,1.3,47.52,522.03,2388.11,8145.21,8.4335,0.03,392,2388,100,39.12,23.4061,NA,81.2557483694452
"6045",49,183,0,-2e-04,100,518.67,642.32,1590.8,1401.54,14.62,21.6,554.12,2388.03,9052.94,1.3,47.37,522.13,2388.06,8142.04,8.4292,0.03,392,2388,100,38.8,23.4282,NA,84.1716419956747
"6046",49,184,-0.0011,5e-04,100,518.67,642.31,1588.42,1416.2,14.62,21.61,553.76,2388.03,9065.06,1.3,47.38,521.96,2388.07,8144.41,8.4278,0.03,392,2388,100,38.91,23.4276,NA,97.3794865693532
"6047",49,185,-9e-04,5e-04,100,518.67,642.67,1585.35,1402.13,14.62,21.6,553.97,2388.05,9059.26,1.3,47.61,522.1,2388.06,8135.18,8.4132,0.03,392,2388,100,38.93,23.454,NA,81.9339040395266
"6048",49,186,0.0019,-1e-04,100,518.67,642.34,1581.84,1397.27,14.62,21.61,554.86,2388.12,9055.12,1.3,47.27,521.74,2388.07,8138.16,8.4133,0.03,393,2388,100,38.85,23.3644,NA,81.6993776509364
"6049",49,187,-9e-04,-1e-04,100,518.67,642.54,1583.35,1401.54,14.62,21.61,553.85,2388.07,9059.42,1.3,47.43,522.05,2388.08,8138.86,8.4478,0.03,395,2388,100,38.87,23.4003,NA,75.1782167514985
"6050",49,188,0.0029,1e-04,100,518.67,642.27,1590.61,1401.5,14.62,21.61,554.93,2387.99,9057.18,1.3,47.41,522.18,2388.05,8140.78,8.4015,0.03,395,2388,100,38.91,23.3678,NA,65.2702296991303
"6051",49,189,-5e-04,-4e-04,100,518.67,642.63,1585.17,1395.63,14.62,21.61,554.26,2388.08,9056.79,1.3,47.29,521.41,2388.05,8143.06,8.4282,0.03,391,2388,100,38.94,23.3999,NA,98.9064223412502
"6052",49,190,0.0038,-4e-04,100,518.67,642.83,1588.96,1404.05,14.62,21.61,554.25,2388.06,9056.02,1.3,47.42,521.71,2388.08,8141.07,8.4536,0.03,392,2388,100,38.88,23.3203,NA,83.9129215230047
"6053",49,191,-0.0012,-1e-04,100,518.67,641.94,1588.03,1399.17,14.62,21.61,554.24,2388.05,9064,1.3,47.19,522.18,2388.04,8140.45,8.4285,0.03,394,2388,100,38.92,23.3325,NA,92.3082504769225
"6054",49,192,-0.001,-1e-04,100,518.67,642.4,1581.86,1406.58,14.62,21.61,554.3,2388.09,9056.57,1.3,47.45,521.93,2388.04,8143.63,8.4204,0.03,392,2388,100,38.93,23.4325,NA,86.0799188547421
"6055",49,193,0.0017,3e-04,100,518.67,642.19,1585.91,1400.59,14.62,21.61,553.48,2388.08,9059.89,1.3,47.46,521.82,2388.06,8141.97,8.4125,0.03,393,2388,100,39.04,23.2902,NA,82.0852481866041
"6056",49,194,-0.0023,4e-04,100,518.67,642.5,1592.83,1404.35,14.62,21.61,553.87,2388.04,9058.32,1.3,47.45,521.62,2388.04,8138.31,8.4398,0.03,393,2388,100,38.84,23.4117,NA,84.3248532108911
"6057",49,195,-0.0017,2e-04,100,518.67,642.66,1587.61,1404.01,14.62,21.61,554.16,2388.02,9056.29,1.3,47.28,522.14,2388.05,8143.5,8.4278,0.03,393,2388,100,38.94,23.4961,NA,84.9400300847497
"6058",49,196,0.0019,2e-04,100,518.67,642.07,1579.76,1399.5,14.62,21.61,553.71,2388.01,9060.42,1.3,47.42,521.37,2388.07,8138.29,8.4128,0.03,392,2388,100,38.87,23.3035,NA,90.7465691320295
"6059",49,197,-9e-04,1e-04,100,518.67,642.56,1586.16,1399.38,14.62,21.61,553.6,2388.08,9058.04,1.3,47.39,521.76,2388.06,8141.39,8.4236,0.03,392,2388,100,38.92,23.3017,NA,91.1238773466364
"6060",49,198,-0.0018,1e-04,100,518.67,642.36,1583.57,1401.99,14.62,21.61,554.03,2388.04,9063.53,1.3,47.31,521.47,2388.05,8142.77,8.4154,0.03,393,2388,100,38.89,23.2996,NA,95.4920405445926
"6061",49,199,-0.0012,4e-04,100,518.67,642.56,1587.54,1400.27,14.62,21.61,554.11,2388.12,9060.2,1.3,47.41,522.06,2388.03,8140.85,8.4639,0.03,391,2388,100,39.06,23.2603,NA,94.7994396176694
"6062",49,200,-0.0017,4e-04,100,518.67,642.48,1586.86,1397.68,14.62,21.61,553.49,2388.05,9055.2,1.3,47.51,521.81,2388.08,8141.46,8.4214,0.03,393,2388,100,38.82,23.4123,NA,78.6987869404728
"6063",49,201,-0.0013,3e-04,100,518.67,642.28,1587.6,1400.93,14.62,21.61,554.03,2388.07,9053.88,1.3,47.32,522.49,2388.02,8139.36,8.3768,0.03,394,2388,100,38.86,23.4371,NA,74.6626918727069
"6064",49,202,3e-04,1e-04,100,518.67,642.5,1592.29,1402.47,14.62,21.61,553.15,2388.07,9062.58,1.3,47.43,521.54,2388.02,8143.44,8.4462,0.03,393,2388,100,38.93,23.3749,NA,90.4492216236608
"6065",49,203,9e-04,-2e-04,100,518.67,642.33,1589.64,1405.01,14.62,21.61,553.81,2388.07,9058.9,1.3,47.48,521.67,2388.1,8139.88,8.4273,0.03,393,2388,100,38.86,23.4095,NA,83.4024750670505
"6066",49,204,-0.0018,-2e-04,100,518.67,642.15,1587.31,1407.24,14.62,21.61,554.25,2388.12,9053.25,1.3,47.45,521.57,2388.06,8135.75,8.4234,0.03,392,2388,100,38.89,23.3872,NA,84.6462252011418
"6067",49,205,-0.0041,-2e-04,100,518.67,642.31,1592.52,1404.33,14.62,21.61,553.27,2388.07,9065.78,1.3,47.43,521.69,2388.11,8143.14,8.4229,0.03,392,2388,100,38.87,23.32,NA,104.477385394243
"6068",49,206,7e-04,-4e-04,100,518.67,642.95,1586.82,1404.47,14.62,21.61,553.72,2388.05,9069.98,1.3,47.47,522.17,2388.08,8142.67,8.4106,0.03,394,2388,100,38.89,23.4162,NA,91.2787210244481
"6069",49,207,-0.0016,2e-04,100,518.67,642.71,1590.26,1407.84,14.62,21.61,553.99,2388.08,9065.74,1.3,47.61,522.44,2388.04,8142.06,8.4507,0.03,392,2388,100,39.08,23.2729,NA,89.8829723194914
"6070",49,208,0.0034,-4e-04,100,518.67,642.34,1585.83,1405.4,14.62,21.61,553.67,2388.07,9056.24,1.3,47.22,522.15,2388.04,8140.04,8.4224,0.03,394,2388,100,38.74,23.3278,NA,81.4219917277589
"6071",49,209,0,-2e-04,100,518.67,642.11,1584.81,1406.95,14.62,21.61,553.54,2388.07,9060.78,1.3,47.4,521.39,2388.05,8143.07,8.458,0.03,394,2388,100,38.77,23.2933,NA,85.6376330655081
"6072",49,210,8e-04,1e-04,100,518.67,642.46,1593.76,1405.21,14.62,21.61,553.7,2388.03,9067.84,1.3,47.49,521.73,2388.08,8139.79,8.4472,0.03,393,2388,100,38.88,23.3355,NA,92.5339137695411
"6073",49,211,2e-04,4e-04,100,518.67,642.49,1584.44,1402.89,14.62,21.61,553.83,2388.1,9068.96,1.3,47.5,521.75,2388.06,8140.75,8.438,0.03,393,2388,100,38.92,23.3786,NA,92.5673778948497
"6074",49,212,-0.0035,4e-04,100,518.67,642.52,1589.53,1406.05,14.62,21.61,553.75,2388.09,9065.34,1.3,47.56,521.85,2388.07,8136.49,8.4299,0.03,392,2388,100,38.77,23.3217,NA,95.7587424917761
"6075",49,213,-0.0047,2e-04,100,518.67,642.28,1586.61,1412.02,14.62,21.61,553.5,2388.07,9060.78,1.3,47.37,521.5,2388.08,8139.43,8.3935,0.03,392,2388,100,38.81,23.3979,NA,99.6731539299296
"6076",49,214,5e-04,2e-04,100,518.67,642.57,1589.91,1408.87,14.62,21.61,553.6,2388.05,9063.74,1.3,47.51,521.79,2388.1,8141.67,8.4351,0.03,394,2388,100,38.96,23.3557,NA,81.3589779655503
"6077",49,215,-3e-04,4e-04,100,518.67,642.47,1589.35,1407.26,14.62,21.61,553.24,2388.08,9064.55,1.3,47.42,521.39,2388.04,8140.43,8.4249,0.03,393,2388,100,38.85,23.3075,NA,93.0998609809997
"6078",49,216,-0.0027,0,100,518.67,642.93,1582.46,1408.56,14.62,21.61,553.79,2388,9058.88,1.3,47.48,521.24,2388.01,8138.9,8.4209,0.03,392,2388,100,38.95,23.3878,NA,91.8153790583776
"6079",49,217,-0.0018,0,100,518.67,642.43,1591.39,1405.67,14.62,21.61,554.33,2388.03,9059.83,1.3,47.48,521.3,2388.05,8137.46,8.4255,0.03,393,2388,100,38.84,23.2578,NA,85.9096364951644
"6080",49,218,0.0029,4e-04,100,518.67,642.5,1588.24,1410.3,14.62,21.61,554.28,2388.06,9060.97,1.3,47.41,522.37,2388.09,8140.67,8.4061,0.03,394,2388,100,38.8,23.3874,NA,75.8022694770776
"6081",49,219,-0.0022,0,100,518.67,642.37,1586.62,1405.54,14.62,21.61,553.5,2388.09,9062.48,1.3,47.57,521.31,2388.11,8144.22,8.4533,0.03,393,2388,100,38.87,23.3263,NA,88.6487543438121
"6082",49,220,0.0024,1e-04,100,518.67,642.4,1588.54,1407.44,14.62,21.61,553.55,2388.02,9057.57,1.3,47.59,522.24,2388.07,8140.12,8.3846,0.03,393,2388,100,39.06,23.2894,NA,73.6849369467085
"6083",49,221,-0.0018,1e-04,100,518.67,642.2,1588.09,1405.18,14.62,21.61,553.2,2388.09,9057.51,1.3,47.52,521.77,2388.09,8138.21,8.4243,0.03,393,2388,100,38.74,23.2816,NA,83.7568675832664
"6084",49,222,-0.0011,4e-04,100,518.67,642.21,1586.58,1403.2,14.62,21.61,553.73,2388.09,9053.23,1.3,47.34,521.44,2388.15,8135.63,8.4227,0.03,393,2388,100,38.91,23.2847,NA,81.3207801008977
"6085",49,223,-0.0013,-4e-04,100,518.67,642.91,1589.11,1408.55,14.62,21.61,554.02,2388.09,9060.3,1.3,47.47,522.11,2388.11,8140.37,8.3998,0.03,393,2388,100,38.61,23.2742,NA,87.8493749364768
"6086",49,224,-0.0014,0,100,518.67,642.12,1593.84,1408.69,14.62,21.61,553.54,2388.04,9064.69,1.3,47.43,521.33,2388.02,8131.99,8.4301,0.03,393,2388,100,38.92,23.2853,NA,94.4828654590954
"6087",49,225,-0.0019,4e-04,100,518.67,642.59,1585.26,1408.44,14.62,21.61,553.53,2388.11,9057.69,1.3,47.39,521.27,2388.07,8135.22,8.4361,0.03,394,2388,100,38.86,23.3612,NA,81.7371001821147
"6088",49,226,-0.0014,3e-04,100,518.67,642.61,1590.1,1406.73,14.62,21.61,553.28,2388.09,9063.86,1.3,47.33,521.69,2388.09,8136.17,8.4433,0.03,393,2388,100,38.79,23.3979,NA,96.0395634736455
"6089",49,227,6e-04,-4e-04,100,518.67,642.33,1597.93,1408.74,14.62,21.61,553.4,2388.06,9062.4,1.3,47.63,522.1,2388.06,8138.31,8.4207,0.03,394,2388,100,38.91,23.3874,NA,78.1202503126039
"6090",49,228,0.0023,-4e-04,100,518.67,642.59,1599.37,1405.23,14.62,21.61,553.55,2388.08,9062.14,1.3,47.51,521.35,2388.09,8140.9,8.4295,0.03,393,2388,100,38.86,23.31,NA,87.2954652794478
"6091",49,229,9e-04,4e-04,100,518.67,643.39,1588.38,1403.23,14.62,21.61,553.83,2388.01,9060.13,1.3,47.62,521.2,2388.06,8138.75,8.4609,0.03,392,2388,100,38.89,23.2418,NA,84.1596247523988
"6092",49,230,0.0013,-1e-04,100,518.67,642.7,1585.63,1411.32,14.62,21.61,552.86,2388.08,9051.57,1.3,47.36,522.33,2388.07,8138.04,8.4847,0.03,392,2388,100,38.8,23.2968,NA,84.0560482204451
"6093",49,231,0.0014,-3e-04,100,518.67,642.87,1590.31,1397.63,14.62,21.61,553.95,2388.1,9054.24,1.3,47.63,522.2,2388.09,8135.08,8.4413,0.03,392,2388,100,38.63,23.1976,NA,77.7122335895916
"6094",49,232,-0.0017,1e-04,100,518.67,642.7,1580.37,1410.59,14.62,21.61,553.53,2388.1,9053.83,1.3,47.5,521.58,2388.1,8141.93,8.4394,0.03,393,2388,100,38.76,23.3606,NA,79.528301988641
"6095",49,233,0.0028,-3e-04,100,518.67,642.91,1587.23,1400.11,14.62,21.61,553.35,2388.07,9054.3,1.3,47.54,521.31,2388.1,8139,8.4341,0.03,394,2388,100,38.84,23.3281,NA,71.5131767138547
"6096",49,234,0.0013,-2e-04,100,518.67,642.53,1588.44,1410.87,14.62,21.61,553.35,2388.11,9059.79,1.3,47.48,521.48,2388.12,8139.41,8.4401,0.03,394,2388,100,38.86,23.2415,NA,80.5755995028025
"6097",49,235,-0.0033,5e-04,100,518.67,641.96,1587.75,1408.46,14.62,21.61,553.82,2388.1,9050.41,1.3,47.58,522,2388.1,8138.42,8.4071,0.03,391,2388,100,38.85,23.2141,NA,81.1224244992207
"6098",49,236,0.0035,4e-04,100,518.67,642.47,1586.08,1400.77,14.62,21.61,553.5,2388.09,9058.5,1.3,47.52,521.71,2388.09,8130.75,8.4323,0.03,394,2388,100,38.81,23.3391,NA,72.5174218439662
"6099",49,237,-0.0018,-2e-04,100,518.67,642.85,1591.08,1401.96,14.62,21.61,552.77,2388.04,9060.74,1.3,47.44,520.97,2388.1,8132.97,8.4405,0.03,393,2388,100,38.73,23.3054,NA,94.4634141457514
"6100",49,238,-0.0011,5e-04,100,518.67,642.87,1588.46,1403.31,14.62,21.61,553.08,2388.12,9054.31,1.3,47.54,521.37,2388.09,8142.33,8.4842,0.03,391,2388,100,38.69,23.285,NA,89.3762251243852
"6101",49,239,-3e-04,-2e-04,100,518.67,642.05,1586.02,1404.76,14.62,21.61,553.79,2388.14,9052.22,1.3,47.58,521.41,2388.11,8140.12,8.4206,0.03,395,2388,100,38.81,23.2792,NA,63.9620158956406
"6102",49,240,0.0011,1e-04,100,518.67,642.9,1588.9,1400.58,14.62,21.61,553.76,2388.13,9072.44,1.3,47.45,521.43,2388.11,8135.41,8.4173,0.03,392,2388,100,38.86,23.185,NA,105.366187108803
"6103",49,241,0.0027,-3e-04,100,518.67,642.5,1584.63,1407.75,14.62,21.61,553.21,2388.1,9051.9,1.3,47.49,521.02,2388.14,8139.5,8.4665,0.03,392,2388,100,38.78,23.3251,NA,82.4744088792165
"6104",49,242,0.0028,0,100,518.67,643.31,1586.95,1402.63,14.62,21.61,553.6,2388.11,9059.97,1.3,47.64,521.14,2388.07,8134.61,8.4436,0.03,392,2388,100,38.79,23.2903,NA,84.6486569293828
"6105",49,243,0.0026,0,100,518.67,643.02,1591.66,1408,14.62,21.61,553.62,2388.08,9059.24,1.3,47.58,521.01,2388.1,8132.55,8.4259,0.03,393,2388,100,38.67,23.2434,NA,81.397705541484
"6106",49,244,1e-04,-3e-04,100,518.67,642.7,1592.41,1403.75,14.62,21.61,553.2,2388.12,9064.8,1.3,47.48,521.74,2388.14,8139.03,8.4641,0.03,394,2388,100,38.72,23.2568,NA,88.4751658550389
"6107",49,245,-0.0011,1e-04,100,518.67,642.46,1591.61,1410.62,14.62,21.61,553.65,2388.15,9050.83,1.3,47.34,521.73,2388.1,8139.67,8.4625,0.03,393,2388,100,38.85,23.3266,NA,79.5571674212054
"6108",49,246,-0.0016,-4e-04,100,518.67,642.47,1591.5,1407.24,14.62,21.61,552.93,2388.16,9054.37,1.3,47.72,521.14,2388.17,8134.99,8.4481,0.03,394,2388,100,38.76,23.2602,NA,72.518693143741
"6109",49,247,-0.0029,-5e-04,100,518.67,642.65,1590.58,1410.83,14.62,21.61,553.14,2388.14,9051.49,1.3,47.63,521.8,2388.11,8139.04,8.4691,0.03,393,2388,100,38.69,23.2896,NA,76.9123601919032
"6110",49,248,7e-04,0,100,518.67,642.52,1595.46,1409.8,14.62,21.61,553.22,2388.11,9057.19,1.3,47.63,521.12,2388.14,8133.43,8.4823,0.03,393,2388,100,38.83,23.3504,NA,79.1573009117428
"6111",49,249,-6e-04,-4e-04,100,518.67,643,1591.7,1415.64,14.62,21.61,553.02,2388.14,9057,1.3,47.54,521.17,2388.1,8139.25,8.3827,0.03,393,2388,100,38.94,23.3283,NA,84.549948078237
"6112",49,250,-0.0021,3e-04,100,518.67,642.74,1595.57,1405.79,14.62,21.61,553.04,2388.11,9063.24,1.3,47.65,521.22,2388.17,8137.69,8.4725,0.03,394,2388,100,38.76,23.2808,NA,82.4098588348051
"6113",49,251,-0.0046,4e-04,100,518.67,642.65,1589.8,1408.66,14.62,21.61,553.46,2388.13,9059.66,1.3,47.54,521.18,2388.13,8141.53,8.443,0.03,394,2388,100,38.77,23.2904,NA,82.7131245110255
"6114",49,252,-8e-04,2e-04,100,518.67,642.51,1595.72,1407.08,14.62,21.61,553.77,2388.09,9047.68,1.3,47.58,521.35,2388.14,8139.27,8.4549,0.03,394,2388,100,38.63,23.2793,NA,63.7039180775969
"6115",49,253,-9e-04,-5e-04,100,518.67,642.71,1596.49,1405.5,14.62,21.61,553.55,2388.13,9062.99,1.3,47.58,521.42,2388.09,8139.87,8.4556,0.03,394,2388,100,38.74,23.281,NA,84.720513793519
"6116",49,254,-3e-04,-2e-04,100,518.67,642.65,1587.11,1410.08,14.62,21.61,552.97,2388.15,9054.05,1.3,47.66,521.35,2388.13,8133.37,8.4546,0.03,394,2388,100,38.79,23.2624,NA,71.2241208083841
